Library,Compound,161,217,235,238,242,243,244
ChemBridge Microformat,6069922,--,--,--,0,--,--,--
ChemBridge Microformat,6069944,--,--,--,0,--,--,--
ChemBridge Microformat,6067853,--,--,--,0,--,--,--
ChemBridge Microformat,6069949,--,--,--,0,--,--,--
ChemBridge Microformat,6240780,--,--,--,0,--,--,--
ChemBridge Microformat,6240776,--,--,--,0,--,--,--
ChemBridge Microformat,6240787,--,--,--,0,--,--,--
ChemBridge Microformat,6240781,--,--,--,0,--,--,--
ChemBridge Microformat,6240796,--,--,--,0,--,--,--
ChemBridge Microformat,6240788,--,--,--,0,--,--,--
ChemBridge Microformat,6240803,--,--,--,0,--,--,--
ChemBridge Microformat,6240801,--,--,--,0,--,--,--
ChemBridge Microformat,6240807,--,--,--,0,--,--,--
ChemBridge Microformat,6240805,--,--,--,0,--,--,--
ChemBridge Microformat,5379363,--,--,--,0,--,--,--
ChemBridge Microformat,5379622,--,--,--,0,--,--,--
ChemBridge Microformat,5378487,--,--,--,0,--,--,--
ChemBridge Microformat,5379202,--,--,--,0,--,--,--
ChemBridge Microformat,6045554,--,--,--,0,--,--,--
ChemBridge Microformat,6153777,--,--,--,0,--,--,--
ChemBridge Microformat,6053984,--,--,--,0,--,--,--
ChemBridge Microformat,6168744,--,--,--,0,--,--,--
ChemBridge Microformat,6045143,--,--,--,0,--,--,--
ChemBridge Microformat,6045155,--,--,--,0,--,--,--
ChemBridge Microformat,6045169,--,--,--,0,--,--,--
ChemBridge Microformat,5378311,--,--,--,0,--,--,--
ChemBridge Microformat,6045250,--,--,--,0,--,--,--
ChemBridge Microformat,6168820,--,--,--,0,--,--,--
ChemBridge Microformat,6045506,--,--,--,0,--,--,--
ChemBridge Microformat,6045513,--,--,--,0,--,--,--
ChemBridge Microformat,5988392,--,--,--,0,--,--,--
ChemBridge Microformat,5988367,--,--,--,0,--,--,--
ChemBridge Microformat,5988313,--,--,--,0,--,--,--
ChemBridge Microformat,6153658,--,--,--,0,--,--,--
ChemBridge Microformat,5988783,--,--,--,0,--,--,--
ChemBridge Microformat,5988749,--,--,--,0,--,--,--
ChemBridge Microformat,5988545,--,--,--,0,--,--,--
ChemBridge Microformat,5988540,--,--,--,0,--,--,--
ChemBridge Microformat,6168850,--,--,--,0,--,--,--
ChemBridge Microformat,5989027,--,--,--,0,--,--,--
ChemBridge Microformat,5988877,--,--,--,0,--,--,--
ChemBridge Microformat,6168845,--,--,--,0,--,--,--
ChemBridge Microformat,6168935,--,--,--,0,--,--,--
ChemBridge Microformat,6168903,--,--,--,0,--,--,--
ChemBridge Microformat,5926876,--,--,--,0,--,--,--
ChemBridge Microformat,5926857,--,--,--,0,--,--,--
ChemBridge Microformat,5926844,--,--,--,0,--,--,--
ChemBridge Microformat,5926829,--,--,--,0,--,--,--
ChemBridge Microformat,5926804,--,--,--,0,--,--,--
ChemBridge Microformat,5926770,--,--,--,0,--,--,--
ChemBridge Microformat,5926761,--,--,--,0,--,--,--
ChemBridge Microformat,5926687,--,--,--,0,--,--,--
ChemBridge Microformat,5926917,--,--,--,1,--,--,--
ChemBridge Microformat,5926907,--,--,--,0,--,--,--
ChemBridge Microformat,6238532,--,--,--,0,--,--,--
ChemBridge Microformat,6238542,--,--,--,0,--,--,--
ChemBridge Microformat,6238545,--,--,--,0,--,--,--
ChemBridge Microformat,6238550,--,--,--,0,--,--,--
ChemBridge Microformat,6238560,--,--,--,0,--,--,--
ChemBridge Microformat,6238563,--,--,--,0,--,--,--
ChemBridge Microformat,6238565,--,--,--,1,--,--,--
ChemBridge Microformat,6238569,--,--,--,0,--,--,--
ChemBridge Microformat,6238576,--,--,--,0,--,--,--
ChemBridge Microformat,6238580,--,--,--,0,--,--,--
ChemBridge Microformat,6190098,--,--,--,0,--,--,--
ChemBridge Microformat,6190111,--,--,--,0,--,--,--
ChemBridge Microformat,6189741,--,--,--,0,--,--,--
ChemBridge Microformat,6189780,--,--,--,0,--,--,--
ChemBridge Microformat,6189823,--,--,--,0,--,--,--
ChemBridge Microformat,6189986,--,--,--,0,--,--,--
ChemBridge Microformat,5791664,--,--,--,0,--,--,--
ChemBridge Microformat,5791708,--,--,--,0,--,--,--
ChemBridge Microformat,5790617,--,--,--,0,--,--,--
ChemBridge Microformat,5790731,--,--,--,0,--,--,--
ChemBridge Microformat,5790327,--,--,--,0,--,--,--
ChemBridge Microformat,5790416,--,--,--,0,--,--,--
ChemBridge Microformat,5791259,--,--,--,0,--,--,--
ChemBridge Microformat,5791601,--,--,--,0,--,--,--
ChemBridge Microformat,5790835,--,--,--,0,--,--,--
ChemBridge Microformat,5790901,--,--,--,0,--,--,--
ChemBridge Microformat,5893715,--,--,--,0,--,--,--
ChemBridge Microformat,5893789,--,--,--,0,--,--,--
ChemBridge Microformat,5893677,--,--,--,0,--,--,--
ChemBridge Microformat,5893711,--,--,--,0,--,--,--
ChemBridge Microformat,5892992,--,--,--,0,--,--,--
ChemBridge Microformat,5893632,--,--,--,0,--,--,--
ChemBridge Microformat,5891503,--,--,--,0,--,--,--
ChemBridge Microformat,5891844,--,--,--,0,--,--,--
ChemBridge Microformat,5890729,--,--,--,0,--,--,--
ChemBridge Microformat,5890779,--,--,--,0,--,--,--
ChemBridge Microformat,5697817,--,--,--,0,--,--,--
ChemBridge Microformat,5697414,--,--,--,0,--,--,--
ChemBridge Microformat,6162117,--,--,--,0,--,--,--
ChemBridge Microformat,5693518,--,--,--,0,--,--,--
ChemBridge Microformat,5692291,--,--,--,0,--,--,--
ChemBridge Microformat,5694085,--,--,--,2,--,--,--
ChemBridge Microformat,5693777,--,--,--,0,--,--,--
ChemBridge Microformat,5695531,--,--,--,0,--,--,--
ChemBridge Microformat,5694569,--,--,--,0,--,--,--
ChemBridge Microformat,5696438,--,--,--,0,--,--,--
ChemBridge Microformat,5696332,--,--,--,0,--,--,--
ChemBridge Microformat,6147797,--,--,--,0,--,--,--
ChemBridge Microformat,5565783,--,--,--,0,--,--,--
ChemBridge Microformat,6147844,--,--,--,0,--,--,--
ChemBridge Microformat,6147827,--,--,--,0,--,--,--
ChemBridge Microformat,6147771,--,--,--,0,--,--,--
ChemBridge Microformat,6147740,--,--,--,0,--,--,--
ChemBridge Microformat,6147795,--,--,--,0,--,--,--
ChemBridge Microformat,6147775,--,--,--,0,--,--,--
ChemBridge Microformat,5563697,--,--,--,0,--,--,--
ChemBridge Microformat,5563850,--,--,--,0,--,--,--
ChemBridge Microformat,5564123,--,--,--,0,--,--,--
ChemBridge Microformat,5564352,--,--,--,0,--,--,--
ChemBridge Microformat,5564428,--,--,--,0,--,--,--
ChemBridge Microformat,6147856,--,--,--,0,--,--,--
ChemBridge Microformat,5565105,--,--,--,0,--,--,--
ChemBridge Microformat,5565258,--,--,--,0,--,--,--
ChemBridge Microformat,5915491,--,--,--,0,--,--,--
ChemBridge Microformat,5915634,--,--,--,0,--,--,--
ChemBridge Microformat,5914847,--,--,--,0,--,--,--
ChemBridge Microformat,5914967,--,--,--,0,--,--,--
ChemBridge Microformat,5914980,--,--,--,0,--,--,--
ChemBridge Microformat,5915001,--,--,--,0,--,--,--
ChemBridge Microformat,5915049,--,--,--,0,--,--,--
ChemBridge Microformat,5915076,--,--,--,0,--,--,--
ChemBridge Microformat,5915105,--,--,--,0,--,--,--
ChemBridge Microformat,5915483,--,--,--,0,--,--,--
ChemBridge Microformat,5737314,--,--,--,0,--,--,--
ChemBridge Microformat,5737222,--,--,--,0,--,--,--
ChemBridge Microformat,5737208,--,--,--,0,--,--,--
ChemBridge Microformat,5737176,--,--,--,0,--,--,--
ChemBridge Microformat,5737506,--,--,--,0,--,--,--
ChemBridge Microformat,5737479,--,--,--,0,--,--,--
ChemBridge Microformat,5737397,--,--,--,0,--,--,--
ChemBridge Microformat,5737372,--,--,--,0,--,--,--
ChemBridge Microformat,5737585,--,--,--,0,--,--,--
ChemBridge Microformat,5737513,--,--,--,0,--,--,--
ChemBridge Microformat,5366472,--,--,--,0,--,--,--
ChemBridge Microformat,5116978,--,--,--,0,--,--,--
ChemBridge Microformat,5116701,--,--,--,0,--,--,--
ChemBridge Microformat,5322223,--,--,--,0,--,--,--
ChemBridge Microformat,5322388,--,--,--,0,--,--,--
ChemBridge Microformat,5321997,--,--,--,0,--,--,--
ChemBridge Microformat,5117555,--,--,--,0,--,--,--
ChemBridge Microformat,5117126,--,--,--,0,--,--,--
ChemBridge Microformat,5117112,--,--,--,0,--,--,--
ChemBridge Microformat,5117614,--,--,--,0,--,--,--
ChemBridge Microformat,5117585,--,--,--,0,--,--,--
ChemBridge Microformat,5323837,--,--,--,0,--,--,--
ChemBridge Microformat,5324254,--,--,--,0,--,--,--
ChemBridge Microformat,6076269,--,--,--,0,--,--,--
ChemBridge Microformat,6094751,--,--,--,0,--,--,--
ChemBridge Microformat,6094911,--,--,--,0,--,--,--
ChemBridge Microformat,6095084,--,--,--,0,--,--,--
ChemBridge Microformat,6095101,--,--,--,0,--,--,--
ChemBridge Microformat,6094378,--,--,--,0,--,--,--
ChemBridge Microformat,6094532,--,--,--,0,--,--,--
ChemBridge Microformat,6094550,--,--,--,0,--,--,--
ChemBridge Microformat,6094587,--,--,--,0,--,--,--
ChemBridge Microformat,6095144,--,--,--,0,--,--,--
ChemBridge Microformat,6095164,--,--,--,0,--,--,--
ChemBridge Microformat,5900051,--,--,--,0,--,--,--
ChemBridge Microformat,6214148,--,--,--,0,--,--,--
ChemBridge Microformat,6214075,--,--,--,0,--,--,--
ChemBridge Microformat,6214312,--,--,--,0,--,--,--
ChemBridge Microformat,6214190,--,--,--,0,--,--,--
ChemBridge Microformat,6213947,--,--,--,0,--,--,--
ChemBridge Microformat,6213944,--,--,--,1,--,--,--
ChemBridge Microformat,6214048,--,--,--,0,--,--,--
ChemBridge Microformat,6214009,--,--,--,0,--,--,--
ChemBridge Microformat,6214697,--,--,--,0,--,--,--
ChemBridge Microformat,6214621,--,--,--,0,--,--,--
ChemBridge Microformat,6063754,--,--,--,0,--,--,--
ChemBridge Microformat,6063539,--,--,--,0,--,--,--
ChemBridge Microformat,5364590,--,--,--,0,--,--,--
ChemBridge Microformat,5364654,--,--,--,0,--,--,--
ChemBridge Microformat,6063805,--,--,--,0,--,--,--
ChemBridge Microformat,5366491,--,--,--,0,--,--,--
ChemBridge Microformat,5365873,--,--,--,0,--,--,--
ChemBridge Microformat,5365924,--,--,--,0,--,--,--
ChemBridge Microformat,6055569,--,--,--,0,--,--,--
ChemBridge Microformat,6055499,--,--,--,0,--,--,--
ChemBridge Microformat,5366502,--,--,--,0,--,--,--
ChemBridge Microformat,5366743,--,--,--,0,--,--,--
ChemBridge Microformat,6055406,--,--,--,0,--,--,--
ChemBridge Microformat,6055367,--,--,--,0,--,--,--
ChemBridge Microformat,6055447,--,--,--,0,--,--,--
ChemBridge Microformat,6055423,--,--,--,0,--,--,--
ChemBridge Microformat,5933096,--,--,--,1,--,--,--
ChemBridge Microformat,5933104,--,--,--,0,--,--,--
ChemBridge Microformat,5932927,--,--,--,0,--,--,--
ChemBridge Microformat,5932955,--,--,--,0,--,--,--
ChemBridge Microformat,5932988,--,--,--,0,--,--,--
ChemBridge Microformat,5933013,--,--,--,0,--,--,--
ChemBridge Microformat,5932777,--,--,--,0,--,--,--
ChemBridge Microformat,5932784,--,--,--,0,--,--,--
ChemBridge Microformat,5932880,--,--,--,0,--,--,--
ChemBridge Microformat,5932883,--,--,--,0,--,--,--
ChemBridge Microformat,5958115,--,--,--,0,--,--,--
ChemBridge Microformat,5587285,--,--,--,1,--,--,--
ChemBridge Microformat,5587483,--,--,--,0,--,--,--
ChemBridge Microformat,5587514,--,--,--,0,--,--,--
ChemBridge Microformat,5587727,--,--,--,0,--,--,--
ChemBridge Microformat,5586697,--,--,--,0,--,--,--
ChemBridge Microformat,5586791,--,--,--,0,--,--,--
ChemBridge Microformat,5586806,--,--,--,0,--,--,--
ChemBridge Microformat,5586915,--,--,--,0,--,--,--
ChemBridge Microformat,5587754,--,--,--,0,--,--,--
ChemBridge Microformat,5587829,--,--,--,0,--,--,--
ChemBridge Microformat,6035633,--,--,--,0,--,--,--
ChemBridge Microformat,6035744,--,--,--,0,--,--,--
ChemBridge Microformat,6072550,--,--,--,0,--,--,--
ChemBridge Microformat,6072519,--,--,--,0,--,--,--
ChemBridge Microformat,6072429,--,--,--,0,--,--,--
ChemBridge Microformat,6072406,--,--,--,0,--,--,--
ChemBridge Microformat,5578877,--,--,--,0,--,--,--
ChemBridge Microformat,6165952,--,--,--,0,--,--,--
ChemBridge Microformat,6165941,--,--,--,0,--,--,--
ChemBridge Microformat,6161944,--,--,--,0,--,--,--
ChemBridge Microformat,6161919,--,--,--,0,--,--,--
ChemBridge Microformat,6161897,--,--,--,0,--,--,--
ChemBridge Microformat,6161874,--,--,--,0,--,--,--
ChemBridge Microformat,6161862,--,--,--,0,--,--,--
ChemBridge Microformat,6165886,--,--,--,0,--,--,--
ChemBridge Microformat,6165571,--,--,--,0,--,--,--
ChemBridge Microformat,6161745,--,--,--,0,--,--,--
ChemBridge Microformat,6161696,--,--,--,0,--,--,--
ChemBridge Microformat,6165688,--,--,--,0,--,--,--
ChemBridge Microformat,5578213,--,--,--,0,--,--,--
ChemBridge Microformat,5579536,--,--,--,0,--,--,--
ChemBridge Microformat,6076405,--,--,--,0,--,--,--
ChemBridge Microformat,6035414,--,--,--,0,--,--,--
ChemBridge Microformat,6043528,--,--,--,0,--,--,--
ChemBridge Microformat,5579164,--,--,--,0,--,--,--
ChemBridge Microformat,6043636,--,--,--,0,--,--,--
ChemBridge Microformat,5543634,--,--,--,0,--,--,--
ChemBridge Microformat,5140312,--,--,--,0,--,--,--
ChemBridge Microformat,6022634,--,--,--,0,--,--,--
ChemBridge Microformat,6035428,--,--,--,0,--,--,--
ChemBridge Microformat,6022826,--,--,--,0,--,--,--
ChemBridge Microformat,5544415,--,--,--,0,--,--,--
ChemBridge Microformat,5247638,--,--,--,0,--,--,--
ChemBridge Microformat,5544524,--,--,--,0,--,--,--
ChemBridge Microformat,5139459,--,--,--,0,--,--,--
ChemBridge Microformat,5246363,--,--,--,0,--,--,--
ChemBridge Microformat,5139387,--,--,--,0,--,--,--
ChemBridge Microformat,5246112,--,--,--,1,--,--,--
ChemBridge Microformat,5246071,--,--,--,0,--,--,--
ChemBridge Microformat,6186268,--,--,--,0,--,--,--
ChemBridge Microformat,5246052,--,--,--,0,--,--,--
ChemBridge Microformat,6184750,--,--,--,0,--,--,--
ChemBridge Microformat,5140025,--,--,--,0,--,--,--
ChemBridge Microformat,6186119,--,--,--,0,--,--,--
ChemBridge Microformat,6186146,--,--,--,0,--,--,--
ChemBridge Microformat,6184114,--,--,--,0,--,--,--
ChemBridge Microformat,5992538,--,--,--,0,--,--,--
ChemBridge Microformat,6184147,--,--,--,0,--,--,--
ChemBridge Microformat,5868385,--,--,--,0,--,--,--
ChemBridge Microformat,5868315,--,--,--,0,--,--,--
ChemBridge Microformat,6140226,--,--,--,0,--,--,--
ChemBridge Microformat,6140230,--,--,--,0,--,--,--
ChemBridge Microformat,5867936,--,--,--,0,--,--,--
ChemBridge Microformat,5867913,--,--,--,0,--,--,--
ChemBridge Microformat,6136132,--,--,--,0,--,--,--
ChemBridge Microformat,6136134,--,--,--,0,--,--,--
ChemBridge Microformat,6139985,--,--,--,0,--,--,--
ChemBridge Microformat,5867335,--,--,--,0,--,--,--
ChemBridge Microformat,6139946,--,--,--,0,--,--,--
ChemBridge Microformat,6136065,--,--,--,0,--,--,--
ChemBridge Microformat,6077571,--,--,--,0,--,--,--
ChemBridge Microformat,6077556,--,--,--,0,--,--,--
ChemBridge Microformat,5742776,--,--,--,0,--,--,--
ChemBridge Microformat,5743013,--,--,--,0,--,--,--
ChemBridge Microformat,5669454,--,--,--,0,--,--,--
ChemBridge Microformat,5669692,--,--,--,0,--,--,--
ChemBridge Microformat,5730181,--,--,--,0,--,--,--
ChemBridge Microformat,5730483,--,--,--,0,--,--,--
ChemBridge Microformat,5742504,--,--,--,0,--,--,--
ChemBridge Microformat,5742533,--,--,--,0,--,--,--
ChemBridge Microformat,5729919,--,--,--,0,--,--,--
ChemBridge Microformat,5729983,--,--,--,0,--,--,--
ChemBridge Microformat,5729804,--,--,--,0,--,--,--
ChemBridge Microformat,5742729,--,--,--,0,--,--,--
ChemBridge Microformat,6077551,--,--,--,0,--,--,--
ChemBridge Microformat,5729739,--,--,--,0,--,--,--
ChemBridge Microformat,6230501,--,--,--,0,--,--,--
ChemBridge Microformat,6230573,--,--,--,0,--,--,--
ChemBridge Microformat,6229968,--,--,--,0,--,--,--
ChemBridge Microformat,6230035,--,--,--,0,--,--,--
ChemBridge Microformat,6229777,--,--,--,0,--,--,--
ChemBridge Microformat,6229868,--,--,--,0,--,--,--
ChemBridge Microformat,6230384,--,--,--,0,--,--,--
ChemBridge Microformat,6230485,--,--,--,0,--,--,--
ChemBridge Microformat,6230129,--,--,--,0,--,--,--
ChemBridge Microformat,6230372,--,--,--,0,--,--,--
ChemBridge Microformat,6172171,--,--,--,0,--,--,--
ChemBridge Microformat,6130270,--,--,--,0,--,--,--
ChemBridge Microformat,6130292,--,--,--,0,--,--,--
ChemBridge Microformat,5877247,--,--,--,0,--,--,--
ChemBridge Microformat,6129885,--,--,--,0,--,--,--
ChemBridge Microformat,6129992,--,--,--,0,--,--,--
ChemBridge Microformat,6130003,--,--,--,0,--,--,--
ChemBridge Microformat,6130007,--,--,--,0,--,--,--
ChemBridge Microformat,6130015,--,--,--,0,--,--,--
ChemBridge Microformat,6130019,--,--,--,0,--,--,--
ChemBridge Microformat,6130179,--,--,--,0,--,--,--
ChemBridge Microformat,6130225,--,--,--,0,--,--,--
ChemBridge Microformat,5878011,--,--,--,0,--,--,--
ChemBridge Microformat,5787103,--,--,--,0,--,--,--
ChemBridge Microformat,5876192,--,--,--,0,--,--,--
ChemBridge Microformat,6060650,--,--,--,0,--,--,--
ChemBridge Microformat,6060673,--,--,--,0,--,--,--
ChemBridge Microformat,6060695,--,--,--,0,--,--,--
ChemBridge Microformat,6060727,--,--,--,0,--,--,--
ChemBridge Microformat,6060758,--,--,--,0,--,--,--
ChemBridge Microformat,5786995,--,--,--,0,--,--,--
ChemBridge Microformat,6060850,--,--,--,0,--,--,--
ChemBridge Microformat,6060890,--,--,--,0,--,--,--
ChemBridge Microformat,6060967,--,--,--,0,--,--,--
ChemBridge Microformat,6061128,--,--,--,0,--,--,--
ChemBridge Microformat,5876723,--,--,--,0,--,--,--
ChemBridge Microformat,5955099,--,--,--,1,--,--,--
ChemBridge Microformat,6018262,--,--,--,0,--,--,--
ChemBridge Microformat,6018284,--,--,--,0,--,--,--
ChemBridge Microformat,6017672,--,--,--,0,--,--,--
ChemBridge Microformat,6017756,--,--,--,0,--,--,--
ChemBridge Microformat,6017818,--,--,--,0,--,--,--
ChemBridge Microformat,6017971,--,--,--,0,--,--,--
ChemBridge Microformat,6017973,--,--,--,0,--,--,--
ChemBridge Microformat,6018108,--,--,--,0,--,--,--
ChemBridge Microformat,6018176,--,--,--,0,--,--,--
ChemBridge Microformat,6018195,--,--,--,0,--,--,--
ChemBridge Microformat,5870299,--,--,--,0,--,--,--
ChemBridge Microformat,6070291,--,--,--,0,--,--,--
ChemBridge Microformat,6070288,--,--,--,0,--,--,--
ChemBridge Microformat,6070379,--,--,--,0,--,--,--
ChemBridge Microformat,6070329,--,--,--,0,--,--,--
ChemBridge Microformat,6070255,--,--,--,0,--,--,--
ChemBridge Microformat,6070236,--,--,--,0,--,--,--
ChemBridge Microformat,6070285,--,--,--,0,--,--,--
ChemBridge Microformat,6070280,--,--,--,0,--,--,--
ChemBridge Microformat,6240877,--,--,--,0,--,--,--
ChemBridge Microformat,6240876,--,--,--,0,--,--,--
ChemBridge Microformat,6240870,--,--,--,0,--,--,--
ChemBridge Microformat,6240868,--,--,--,0,--,--,--
ChemBridge Microformat,6070404,--,--,--,0,--,--,--
ChemBridge Microformat,6240909,--,--,--,0,--,--,--
ChemBridge Microformat,6240904,--,--,--,0,--,--,--
ChemBridge Microformat,6240894,--,--,--,0,--,--,--
ChemBridge Microformat,6026997,--,--,--,0,--,--,--
ChemBridge Microformat,6044427,--,--,--,0,--,--,--
ChemBridge Microformat,6044384,--,--,--,0,--,--,--
ChemBridge Microformat,6027212,--,--,--,0,--,--,--
ChemBridge Microformat,6044469,--,--,--,0,--,--,--
ChemBridge Microformat,6026959,--,--,--,0,--,--,--
ChemBridge Microformat,6044431,--,--,--,0,--,--,--
ChemBridge Microformat,6044448,--,--,--,0,--,--,--
ChemBridge Microformat,6067127,--,--,--,0,--,--,--
ChemBridge Microformat,5885522,--,--,--,0,--,--,--
ChemBridge Microformat,6044530,--,--,--,0,--,--,--
ChemBridge Microformat,6044637,--,--,--,0,--,--,--
ChemBridge Microformat,6027228,--,--,--,0,--,--,--
ChemBridge Microformat,6027325,--,--,--,1,--,--,--
ChemBridge Microformat,6136972,--,--,--,0,--,--,--
ChemBridge Microformat,5869835,--,--,--,0,--,--,--
ChemBridge Microformat,6138508,--,--,--,0,--,--,--
ChemBridge Microformat,6138489,--,--,--,0,--,--,--
ChemBridge Microformat,6138477,--,--,--,0,--,--,--
ChemBridge Microformat,6032141,--,--,--,0,--,--,--
ChemBridge Microformat,6138446,--,--,--,0,--,--,--
ChemBridge Microformat,6032204,--,--,--,0,--,--,--
ChemBridge Microformat,5142522,--,--,--,0,--,--,--
ChemBridge Microformat,6138425,--,--,--,0,--,--,--
ChemBridge Microformat,6136753,--,--,--,0,--,--,--
ChemBridge Microformat,6138391,--,--,--,0,--,--,--
ChemBridge Microformat,6136885,--,--,--,0,--,--,--
ChemBridge Microformat,5110039,--,--,--,0,--,--,--
ChemBridge Microformat,5110041,--,--,--,0,--,--,--
ChemBridge Microformat,6031759,--,--,--,0,--,--,--
ChemBridge Microformat,6031800,--,--,--,0,--,--,--
ChemBridge Microformat,5110075,--,--,--,0,--,--,--
ChemBridge Microformat,5352542,--,--,--,0,--,--,--
ChemBridge Microformat,5925984,--,--,--,0,--,--,--
ChemBridge Microformat,5925975,--,--,--,0,--,--,--
